id, identification, floor, section, location, shelf, column, row, emc
16061, 366331, 3, 6, 6, 3, 3, 1, 0
16062, 366332, 3, 6, 6, 3, 3, 2, 0
16063, 366333, 3, 6, 6, 3, 3, 3, 0
16064, 366334, 3, 6, 6, 3, 3, 4, 0
16065, 366335, 3, 6, 6, 3, 3, 5, 0
16066, 366341, 3, 6, 6, 3, 4, 1, 0
16067, 366342, 3, 6, 6, 3, 4, 2, 0
16068, 366343, 3, 6, 6, 3, 4, 3, 0
16069, 366344, 3, 6, 6, 3, 4, 4, 0
16070, 366345, 3, 6, 6, 3, 4, 5, 0
16071, 366351, 3, 6, 6, 3, 5, 1, 0
16072, 366352, 3, 6, 6, 3, 5, 2, 0
16073, 366353, 3, 6, 6, 3, 5, 3, 0
16074, 366354, 3, 6, 6, 3, 5, 4, 0
16075, 366355, 3, 6, 6, 3, 5, 5, 0
16076, 366411, 3, 6, 6, 4, 1, 1, 0
16077, 366412, 3, 6, 6, 4, 1, 2, 0
16078, 366413, 3, 6, 6, 4, 1, 3, 0
16079, 366414, 3, 6, 6, 4, 1, 4, 0
16080, 366415, 3, 6, 6, 4, 1, 5, 0
16081, 366421, 3, 6, 6, 4, 2, 1, 0
16082, 366422, 3, 6, 6, 4, 2, 2, 0
16083, 366423, 3, 6, 6, 4, 2, 3, 0
16084, 366424, 3, 6, 6, 4, 2, 4, 0
16085, 366425, 3, 6, 6, 4, 2, 5, 0
16086, 366431, 3, 6, 6, 4, 3, 1, 0
16087, 366432, 3, 6, 6, 4, 3, 2, 0
16088, 366433, 3, 6, 6, 4, 3, 3, 0
16089, 366434, 3, 6, 6, 4, 3, 4, 0
16090, 366435, 3, 6, 6, 4, 3, 5, 0
16091, 366441, 3, 6, 6, 4, 4, 1, 0
16092, 366442, 3, 6, 6, 4, 4, 2, 0
16093, 366443, 3, 6, 6, 4, 4, 3, 0
16094, 366444, 3, 6, 6, 4, 4, 4, 0
16095, 366445, 3, 6, 6, 4, 4, 5, 0
16096, 366451, 3, 6, 6, 4, 5, 1, 0
16097, 366452, 3, 6, 6, 4, 5, 2, 0
16098, 366453, 3, 6, 6, 4, 5, 3, 0
16099, 366454, 3, 6, 6, 4, 5, 4, 0
16100, 366455, 3, 6, 6, 4, 5, 5, 0
16101, 367111, 3, 6, 7, 1, 1, 1, 0
16102, 367112, 3, 6, 7, 1, 1, 2, 0
16103, 367113, 3, 6, 7, 1, 1, 3, 0
16104, 367114, 3, 6, 7, 1, 1, 4, 0
16105, 367115, 3, 6, 7, 1, 1, 5, 0
16106, 367121, 3, 6, 7, 1, 2, 1, 0
16107, 367122, 3, 6, 7, 1, 2, 2, 0
16108, 367123, 3, 6, 7, 1, 2, 3, 0
16109, 367124, 3, 6, 7, 1, 2, 4, 0
16110, 367125, 3, 6, 7, 1, 2, 5, 0
16111, 367131, 3, 6, 7, 1, 3, 1, 0
16112, 367132, 3, 6, 7, 1, 3, 2, 0
16113, 367133, 3, 6, 7, 1, 3, 3, 0
16114, 367134, 3, 6, 7, 1, 3, 4, 0
16115, 367135, 3, 6, 7, 1, 3, 5, 0
16116, 367141, 3, 6, 7, 1, 4, 1, 0
16117, 367142, 3, 6, 7, 1, 4, 2, 0
16118, 367143, 3, 6, 7, 1, 4, 3, 0
16119, 367144, 3, 6, 7, 1, 4, 4, 0
16120, 367145, 3, 6, 7, 1, 4, 5, 0
16121, 367151, 3, 6, 7, 1, 5, 1, 0
16122, 367152, 3, 6, 7, 1, 5, 2, 0
16123, 367153, 3, 6, 7, 1, 5, 3, 0
16124, 367154, 3, 6, 7, 1, 5, 4, 0
16125, 367155, 3, 6, 7, 1, 5, 5, 0
16126, 367211, 3, 6, 7, 2, 1, 1, 0
16127, 367212, 3, 6, 7, 2, 1, 2, 0
16128, 367213, 3, 6, 7, 2, 1, 3, 0
16129, 367214, 3, 6, 7, 2, 1, 4, 0
16130, 367215, 3, 6, 7, 2, 1, 5, 0
16131, 367221, 3, 6, 7, 2, 2, 1, 0
16132, 367222, 3, 6, 7, 2, 2, 2, 0
16133, 367223, 3, 6, 7, 2, 2, 3, 0
16134, 367224, 3, 6, 7, 2, 2, 4, 0
16135, 367225, 3, 6, 7, 2, 2, 5, 0
16136, 367231, 3, 6, 7, 2, 3, 1, 0
16137, 367232, 3, 6, 7, 2, 3, 2, 0
16138, 367233, 3, 6, 7, 2, 3, 3, 0
16139, 367234, 3, 6, 7, 2, 3, 4, 0
16140, 367235, 3, 6, 7, 2, 3, 5, 0
16141, 367241, 3, 6, 7, 2, 4, 1, 0
16142, 367242, 3, 6, 7, 2, 4, 2, 0
16143, 367243, 3, 6, 7, 2, 4, 3, 0
16144, 367244, 3, 6, 7, 2, 4, 4, 0
16145, 367245, 3, 6, 7, 2, 4, 5, 0
16146, 367251, 3, 6, 7, 2, 5, 1, 0
16147, 367252, 3, 6, 7, 2, 5, 2, 0
16148, 367253, 3, 6, 7, 2, 5, 3, 0
16149, 367254, 3, 6, 7, 2, 5, 4, 0
16150, 367255, 3, 6, 7, 2, 5, 5, 0
16151, 367311, 3, 6, 7, 3, 1, 1, 0
16152, 367312, 3, 6, 7, 3, 1, 2, 0
16153, 367313, 3, 6, 7, 3, 1, 3, 0
16154, 367314, 3, 6, 7, 3, 1, 4, 0
16155, 367315, 3, 6, 7, 3, 1, 5, 0
16156, 367321, 3, 6, 7, 3, 2, 1, 0
16157, 367322, 3, 6, 7, 3, 2, 2, 0
16158, 367323, 3, 6, 7, 3, 2, 3, 0
16159, 367324, 3, 6, 7, 3, 2, 4, 0
16160, 367325, 3, 6, 7, 3, 2, 5, 0
16161, 367331, 3, 6, 7, 3, 3, 1, 0
16162, 367332, 3, 6, 7, 3, 3, 2, 0
16163, 367333, 3, 6, 7, 3, 3, 3, 0
16164, 367334, 3, 6, 7, 3, 3, 4, 0
16165, 367335, 3, 6, 7, 3, 3, 5, 0
16166, 367341, 3, 6, 7, 3, 4, 1, 0
16167, 367342, 3, 6, 7, 3, 4, 2, 0
16168, 367343, 3, 6, 7, 3, 4, 3, 0
16169, 367344, 3, 6, 7, 3, 4, 4, 0
16170, 367345, 3, 6, 7, 3, 4, 5, 0
16171, 367351, 3, 6, 7, 3, 5, 1, 0
16172, 367352, 3, 6, 7, 3, 5, 2, 0
16173, 367353, 3, 6, 7, 3, 5, 3, 0
16174, 367354, 3, 6, 7, 3, 5, 4, 0
16175, 367355, 3, 6, 7, 3, 5, 5, 0
16176, 367411, 3, 6, 7, 4, 1, 1, 0
16177, 367412, 3, 6, 7, 4, 1, 2, 0
16178, 367413, 3, 6, 7, 4, 1, 3, 0
16179, 367414, 3, 6, 7, 4, 1, 4, 0
16180, 367415, 3, 6, 7, 4, 1, 5, 0
16181, 367421, 3, 6, 7, 4, 2, 1, 0
16182, 367422, 3, 6, 7, 4, 2, 2, 0
16183, 367423, 3, 6, 7, 4, 2, 3, 0
16184, 367424, 3, 6, 7, 4, 2, 4, 0
16185, 367425, 3, 6, 7, 4, 2, 5, 0
16186, 367431, 3, 6, 7, 4, 3, 1, 0
16187, 367432, 3, 6, 7, 4, 3, 2, 0
16188, 367433, 3, 6, 7, 4, 3, 3, 0
16189, 367434, 3, 6, 7, 4, 3, 4, 0
16190, 367435, 3, 6, 7, 4, 3, 5, 0
16191, 367441, 3, 6, 7, 4, 4, 1, 0
16192, 367442, 3, 6, 7, 4, 4, 2, 0
16193, 367443, 3, 6, 7, 4, 4, 3, 0
16194, 367444, 3, 6, 7, 4, 4, 4, 0
16195, 367445, 3, 6, 7, 4, 4, 5, 0
16196, 367451, 3, 6, 7, 4, 5, 1, 0
16197, 367452, 3, 6, 7, 4, 5, 2, 0
16198, 367453, 3, 6, 7, 4, 5, 3, 0
16199, 367454, 3, 6, 7, 4, 5, 4, 0
16200, 367455, 3, 6, 7, 4, 5, 5, 0
16201, 371111, 3, 7, 1, 1, 1, 1, 0
16202, 371112, 3, 7, 1, 1, 1, 2, 0
16203, 371113, 3, 7, 1, 1, 1, 3, 0
16204, 371114, 3, 7, 1, 1, 1, 4, 0
16205, 371115, 3, 7, 1, 1, 1, 5, 0
16206, 371121, 3, 7, 1, 1, 2, 1, 0
16207, 371122, 3, 7, 1, 1, 2, 2, 0
16208, 371123, 3, 7, 1, 1, 2, 3, 0
16209, 371124, 3, 7, 1, 1, 2, 4, 0
16210, 371125, 3, 7, 1, 1, 2, 5, 0
16211, 371131, 3, 7, 1, 1, 3, 1, 0
16212, 371132, 3, 7, 1, 1, 3, 2, 0
16213, 371133, 3, 7, 1, 1, 3, 3, 0
16214, 371134, 3, 7, 1, 1, 3, 4, 0
16215, 371135, 3, 7, 1, 1, 3, 5, 0
16216, 371141, 3, 7, 1, 1, 4, 1, 0
16217, 371142, 3, 7, 1, 1, 4, 2, 0
16218, 371143, 3, 7, 1, 1, 4, 3, 0
16219, 371144, 3, 7, 1, 1, 4, 4, 0
16220, 371145, 3, 7, 1, 1, 4, 5, 0
16221, 371151, 3, 7, 1, 1, 5, 1, 0
16222, 371152, 3, 7, 1, 1, 5, 2, 0
16223, 371153, 3, 7, 1, 1, 5, 3, 0
16224, 371154, 3, 7, 1, 1, 5, 4, 0
16225, 371155, 3, 7, 1, 1, 5, 5, 0
16226, 371211, 3, 7, 1, 2, 1, 1, 0
16227, 371212, 3, 7, 1, 2, 1, 2, 0
16228, 371213, 3, 7, 1, 2, 1, 3, 0
16229, 371214, 3, 7, 1, 2, 1, 4, 0
16230, 371215, 3, 7, 1, 2, 1, 5, 0
16231, 371221, 3, 7, 1, 2, 2, 1, 0
16232, 371222, 3, 7, 1, 2, 2, 2, 0
16233, 371223, 3, 7, 1, 2, 2, 3, 0
16234, 371224, 3, 7, 1, 2, 2, 4, 0
16235, 371225, 3, 7, 1, 2, 2, 5, 0
16236, 371231, 3, 7, 1, 2, 3, 1, 0
16237, 371232, 3, 7, 1, 2, 3, 2, 0
16238, 371233, 3, 7, 1, 2, 3, 3, 0
16239, 371234, 3, 7, 1, 2, 3, 4, 0
16240, 371235, 3, 7, 1, 2, 3, 5, 0
16241, 371241, 3, 7, 1, 2, 4, 1, 0
16242, 371242, 3, 7, 1, 2, 4, 2, 0
16243, 371243, 3, 7, 1, 2, 4, 3, 0
16244, 371244, 3, 7, 1, 2, 4, 4, 0
16245, 371245, 3, 7, 1, 2, 4, 5, 0
16246, 371251, 3, 7, 1, 2, 5, 1, 0
16247, 371252, 3, 7, 1, 2, 5, 2, 0
16248, 371253, 3, 7, 1, 2, 5, 3, 0
16249, 371254, 3, 7, 1, 2, 5, 4, 0
16250, 371255, 3, 7, 1, 2, 5, 5, 0
16251, 371311, 3, 7, 1, 3, 1, 1, 0
16252, 371312, 3, 7, 1, 3, 1, 2, 0
16253, 371313, 3, 7, 1, 3, 1, 3, 0
16254, 371314, 3, 7, 1, 3, 1, 4, 0
16255, 371315, 3, 7, 1, 3, 1, 5, 0
16256, 371321, 3, 7, 1, 3, 2, 1, 0
16257, 371322, 3, 7, 1, 3, 2, 2, 0
16258, 371323, 3, 7, 1, 3, 2, 3, 0
16259, 371324, 3, 7, 1, 3, 2, 4, 0
16260, 371325, 3, 7, 1, 3, 2, 5, 0
16261, 371331, 3, 7, 1, 3, 3, 1, 0
16262, 371332, 3, 7, 1, 3, 3, 2, 0
16263, 371333, 3, 7, 1, 3, 3, 3, 0
16264, 371334, 3, 7, 1, 3, 3, 4, 0
16265, 371335, 3, 7, 1, 3, 3, 5, 0
16266, 371341, 3, 7, 1, 3, 4, 1, 0
16267, 371342, 3, 7, 1, 3, 4, 2, 0
16268, 371343, 3, 7, 1, 3, 4, 3, 0
16269, 371344, 3, 7, 1, 3, 4, 4, 0
16270, 371345, 3, 7, 1, 3, 4, 5, 0
16271, 371351, 3, 7, 1, 3, 5, 1, 0
16272, 371352, 3, 7, 1, 3, 5, 2, 0
16273, 371353, 3, 7, 1, 3, 5, 3, 0
16274, 371354, 3, 7, 1, 3, 5, 4, 0
16275, 371355, 3, 7, 1, 3, 5, 5, 0
16276, 371411, 3, 7, 1, 4, 1, 1, 0
16277, 371412, 3, 7, 1, 4, 1, 2, 0
16278, 371413, 3, 7, 1, 4, 1, 3, 0
16279, 371414, 3, 7, 1, 4, 1, 4, 0
16280, 371415, 3, 7, 1, 4, 1, 5, 0
16281, 371421, 3, 7, 1, 4, 2, 1, 0
16282, 371422, 3, 7, 1, 4, 2, 2, 0
16283, 371423, 3, 7, 1, 4, 2, 3, 0
16284, 371424, 3, 7, 1, 4, 2, 4, 0
16285, 371425, 3, 7, 1, 4, 2, 5, 0
16286, 371431, 3, 7, 1, 4, 3, 1, 0
16287, 371432, 3, 7, 1, 4, 3, 2, 0
16288, 371433, 3, 7, 1, 4, 3, 3, 0
16289, 371434, 3, 7, 1, 4, 3, 4, 0
16290, 371435, 3, 7, 1, 4, 3, 5, 0
16291, 371441, 3, 7, 1, 4, 4, 1, 0
16292, 371442, 3, 7, 1, 4, 4, 2, 0
16293, 371443, 3, 7, 1, 4, 4, 3, 0
16294, 371444, 3, 7, 1, 4, 4, 4, 0
16295, 371445, 3, 7, 1, 4, 4, 5, 0
16296, 371451, 3, 7, 1, 4, 5, 1, 0
16297, 371452, 3, 7, 1, 4, 5, 2, 0
16298, 371453, 3, 7, 1, 4, 5, 3, 0
16299, 371454, 3, 7, 1, 4, 5, 4, 0
16300, 371455, 3, 7, 1, 4, 5, 5, 0
16301, 372111, 3, 7, 2, 1, 1, 1, 0
16302, 372112, 3, 7, 2, 1, 1, 2, 0
16303, 372113, 3, 7, 2, 1, 1, 3, 0
16304, 372114, 3, 7, 2, 1, 1, 4, 0
16305, 372115, 3, 7, 2, 1, 1, 5, 0
16306, 372121, 3, 7, 2, 1, 2, 1, 0
16307, 372122, 3, 7, 2, 1, 2, 2, 0
16308, 372123, 3, 7, 2, 1, 2, 3, 0
16309, 372124, 3, 7, 2, 1, 2, 4, 0
16310, 372125, 3, 7, 2, 1, 2, 5, 0
16311, 372131, 3, 7, 2, 1, 3, 1, 0
16312, 372132, 3, 7, 2, 1, 3, 2, 0
16313, 372133, 3, 7, 2, 1, 3, 3, 0
16314, 372134, 3, 7, 2, 1, 3, 4, 0
16315, 372135, 3, 7, 2, 1, 3, 5, 0
16316, 372141, 3, 7, 2, 1, 4, 1, 0
16317, 372142, 3, 7, 2, 1, 4, 2, 0
16318, 372143, 3, 7, 2, 1, 4, 3, 0
16319, 372144, 3, 7, 2, 1, 4, 4, 0
16320, 372145, 3, 7, 2, 1, 4, 5, 0
16321, 372151, 3, 7, 2, 1, 5, 1, 0
16322, 372152, 3, 7, 2, 1, 5, 2, 0
16323, 372153, 3, 7, 2, 1, 5, 3, 0
16324, 372154, 3, 7, 2, 1, 5, 4, 0
16325, 372155, 3, 7, 2, 1, 5, 5, 0
16326, 372211, 3, 7, 2, 2, 1, 1, 0
16327, 372212, 3, 7, 2, 2, 1, 2, 0
16328, 372213, 3, 7, 2, 2, 1, 3, 0
16329, 372214, 3, 7, 2, 2, 1, 4, 0
16330, 372215, 3, 7, 2, 2, 1, 5, 0
16331, 372221, 3, 7, 2, 2, 2, 1, 0
16332, 372222, 3, 7, 2, 2, 2, 2, 0
16333, 372223, 3, 7, 2, 2, 2, 3, 0
16334, 372224, 3, 7, 2, 2, 2, 4, 0
16335, 372225, 3, 7, 2, 2, 2, 5, 0
16336, 372231, 3, 7, 2, 2, 3, 1, 0
16337, 372232, 3, 7, 2, 2, 3, 2, 0
16338, 372233, 3, 7, 2, 2, 3, 3, 0
16339, 372234, 3, 7, 2, 2, 3, 4, 0
16340, 372235, 3, 7, 2, 2, 3, 5, 0
16341, 372241, 3, 7, 2, 2, 4, 1, 0
16342, 372242, 3, 7, 2, 2, 4, 2, 0
16343, 372243, 3, 7, 2, 2, 4, 3, 0
16344, 372244, 3, 7, 2, 2, 4, 4, 0
16345, 372245, 3, 7, 2, 2, 4, 5, 0
16346, 372251, 3, 7, 2, 2, 5, 1, 0
16347, 372252, 3, 7, 2, 2, 5, 2, 0
16348, 372253, 3, 7, 2, 2, 5, 3, 0
16349, 372254, 3, 7, 2, 2, 5, 4, 0
16350, 372255, 3, 7, 2, 2, 5, 5, 0
16351, 372311, 3, 7, 2, 3, 1, 1, 0
16352, 372312, 3, 7, 2, 3, 1, 2, 0
16353, 372313, 3, 7, 2, 3, 1, 3, 0
16354, 372314, 3, 7, 2, 3, 1, 4, 0
16355, 372315, 3, 7, 2, 3, 1, 5, 0
16356, 372321, 3, 7, 2, 3, 2, 1, 0
16357, 372322, 3, 7, 2, 3, 2, 2, 0
16358, 372323, 3, 7, 2, 3, 2, 3, 0
16359, 372324, 3, 7, 2, 3, 2, 4, 0
16360, 372325, 3, 7, 2, 3, 2, 5, 0
16361, 372331, 3, 7, 2, 3, 3, 1, 0
16362, 372332, 3, 7, 2, 3, 3, 2, 0
16363, 372333, 3, 7, 2, 3, 3, 3, 0
16364, 372334, 3, 7, 2, 3, 3, 4, 0
16365, 372335, 3, 7, 2, 3, 3, 5, 0
16366, 372341, 3, 7, 2, 3, 4, 1, 0
16367, 372342, 3, 7, 2, 3, 4, 2, 0
16368, 372343, 3, 7, 2, 3, 4, 3, 0
16369, 372344, 3, 7, 2, 3, 4, 4, 0
16370, 372345, 3, 7, 2, 3, 4, 5, 0
16371, 372351, 3, 7, 2, 3, 5, 1, 0
16372, 372352, 3, 7, 2, 3, 5, 2, 0
16373, 372353, 3, 7, 2, 3, 5, 3, 0
16374, 372354, 3, 7, 2, 3, 5, 4, 0
16375, 372355, 3, 7, 2, 3, 5, 5, 0
16376, 372411, 3, 7, 2, 4, 1, 1, 0
16377, 372412, 3, 7, 2, 4, 1, 2, 0
16378, 372413, 3, 7, 2, 4, 1, 3, 0
16379, 372414, 3, 7, 2, 4, 1, 4, 0
16380, 372415, 3, 7, 2, 4, 1, 5, 0
16381, 372421, 3, 7, 2, 4, 2, 1, 0
16382, 372422, 3, 7, 2, 4, 2, 2, 0
16383, 372423, 3, 7, 2, 4, 2, 3, 0
16384, 372424, 3, 7, 2, 4, 2, 4, 0
16385, 372425, 3, 7, 2, 4, 2, 5, 0
16386, 372431, 3, 7, 2, 4, 3, 1, 0
16387, 372432, 3, 7, 2, 4, 3, 2, 0
16388, 372433, 3, 7, 2, 4, 3, 3, 0
16389, 372434, 3, 7, 2, 4, 3, 4, 0
16390, 372435, 3, 7, 2, 4, 3, 5, 0
16391, 372441, 3, 7, 2, 4, 4, 1, 0
16392, 372442, 3, 7, 2, 4, 4, 2, 0
16393, 372443, 3, 7, 2, 4, 4, 3, 0
16394, 372444, 3, 7, 2, 4, 4, 4, 0
16395, 372445, 3, 7, 2, 4, 4, 5, 0
16396, 372451, 3, 7, 2, 4, 5, 1, 0
16397, 372452, 3, 7, 2, 4, 5, 2, 0
16398, 372453, 3, 7, 2, 4, 5, 3, 0
16399, 372454, 3, 7, 2, 4, 5, 4, 0
16400, 372455, 3, 7, 2, 4, 5, 5, 0
16401, 373111, 3, 7, 3, 1, 1, 1, 0
16402, 373112, 3, 7, 3, 1, 1, 2, 0
16403, 373113, 3, 7, 3, 1, 1, 3, 0
16404, 373114, 3, 7, 3, 1, 1, 4, 0
16405, 373115, 3, 7, 3, 1, 1, 5, 0
16406, 373121, 3, 7, 3, 1, 2, 1, 0
16407, 373122, 3, 7, 3, 1, 2, 2, 0
16408, 373123, 3, 7, 3, 1, 2, 3, 0
16409, 373124, 3, 7, 3, 1, 2, 4, 0
16410, 373125, 3, 7, 3, 1, 2, 5, 0
16411, 373131, 3, 7, 3, 1, 3, 1, 0
16412, 373132, 3, 7, 3, 1, 3, 2, 0
16413, 373133, 3, 7, 3, 1, 3, 3, 0
16414, 373134, 3, 7, 3, 1, 3, 4, 0
16415, 373135, 3, 7, 3, 1, 3, 5, 0
16416, 373141, 3, 7, 3, 1, 4, 1, 0
16417, 373142, 3, 7, 3, 1, 4, 2, 0
16418, 373143, 3, 7, 3, 1, 4, 3, 0
16419, 373144, 3, 7, 3, 1, 4, 4, 0
16420, 373145, 3, 7, 3, 1, 4, 5, 0
16421, 373151, 3, 7, 3, 1, 5, 1, 0
16422, 373152, 3, 7, 3, 1, 5, 2, 0
16423, 373153, 3, 7, 3, 1, 5, 3, 0
16424, 373154, 3, 7, 3, 1, 5, 4, 0
16425, 373155, 3, 7, 3, 1, 5, 5, 0
16426, 373211, 3, 7, 3, 2, 1, 1, 0
16427, 373212, 3, 7, 3, 2, 1, 2, 0
16428, 373213, 3, 7, 3, 2, 1, 3, 0
16429, 373214, 3, 7, 3, 2, 1, 4, 0
16430, 373215, 3, 7, 3, 2, 1, 5, 0
16431, 373221, 3, 7, 3, 2, 2, 1, 0
16432, 373222, 3, 7, 3, 2, 2, 2, 0
16433, 373223, 3, 7, 3, 2, 2, 3, 0
16434, 373224, 3, 7, 3, 2, 2, 4, 0
16435, 373225, 3, 7, 3, 2, 2, 5, 0
16436, 373231, 3, 7, 3, 2, 3, 1, 0
16437, 373232, 3, 7, 3, 2, 3, 2, 0
16438, 373233, 3, 7, 3, 2, 3, 3, 0
16439, 373234, 3, 7, 3, 2, 3, 4, 0
16440, 373235, 3, 7, 3, 2, 3, 5, 0
16441, 373241, 3, 7, 3, 2, 4, 1, 0
16442, 373242, 3, 7, 3, 2, 4, 2, 0
16443, 373243, 3, 7, 3, 2, 4, 3, 0
16444, 373244, 3, 7, 3, 2, 4, 4, 0
16445, 373245, 3, 7, 3, 2, 4, 5, 0
16446, 373251, 3, 7, 3, 2, 5, 1, 0
16447, 373252, 3, 7, 3, 2, 5, 2, 0
16448, 373253, 3, 7, 3, 2, 5, 3, 0
16449, 373254, 3, 7, 3, 2, 5, 4, 0
16450, 373255, 3, 7, 3, 2, 5, 5, 0
16451, 373311, 3, 7, 3, 3, 1, 1, 0
16452, 373312, 3, 7, 3, 3, 1, 2, 0
16453, 373313, 3, 7, 3, 3, 1, 3, 0
16454, 373314, 3, 7, 3, 3, 1, 4, 0
16455, 373315, 3, 7, 3, 3, 1, 5, 0
16456, 373321, 3, 7, 3, 3, 2, 1, 0
16457, 373322, 3, 7, 3, 3, 2, 2, 0
16458, 373323, 3, 7, 3, 3, 2, 3, 0
16459, 373324, 3, 7, 3, 3, 2, 4, 0
16460, 373325, 3, 7, 3, 3, 2, 5, 0
16461, 373331, 3, 7, 3, 3, 3, 1, 0
16462, 373332, 3, 7, 3, 3, 3, 2, 0
16463, 373333, 3, 7, 3, 3, 3, 3, 0
16464, 373334, 3, 7, 3, 3, 3, 4, 0
16465, 373335, 3, 7, 3, 3, 3, 5, 0
16466, 373341, 3, 7, 3, 3, 4, 1, 0
16467, 373342, 3, 7, 3, 3, 4, 2, 0
16468, 373343, 3, 7, 3, 3, 4, 3, 0
16469, 373344, 3, 7, 3, 3, 4, 4, 0
16470, 373345, 3, 7, 3, 3, 4, 5, 0
16471, 373351, 3, 7, 3, 3, 5, 1, 0
16472, 373352, 3, 7, 3, 3, 5, 2, 0
16473, 373353, 3, 7, 3, 3, 5, 3, 0
16474, 373354, 3, 7, 3, 3, 5, 4, 0
16475, 373355, 3, 7, 3, 3, 5, 5, 0
16476, 373411, 3, 7, 3, 4, 1, 1, 0
16477, 373412, 3, 7, 3, 4, 1, 2, 0
16478, 373413, 3, 7, 3, 4, 1, 3, 0
16479, 373414, 3, 7, 3, 4, 1, 4, 0
16480, 373415, 3, 7, 3, 4, 1, 5, 0
16481, 373421, 3, 7, 3, 4, 2, 1, 0
16482, 373422, 3, 7, 3, 4, 2, 2, 0
16483, 373423, 3, 7, 3, 4, 2, 3, 0
16484, 373424, 3, 7, 3, 4, 2, 4, 0
16485, 373425, 3, 7, 3, 4, 2, 5, 0
16486, 373431, 3, 7, 3, 4, 3, 1, 0
16487, 373432, 3, 7, 3, 4, 3, 2, 0
16488, 373433, 3, 7, 3, 4, 3, 3, 0
16489, 373434, 3, 7, 3, 4, 3, 4, 0
16490, 373435, 3, 7, 3, 4, 3, 5, 0
16491, 373441, 3, 7, 3, 4, 4, 1, 0
16492, 373442, 3, 7, 3, 4, 4, 2, 0
16493, 373443, 3, 7, 3, 4, 4, 3, 0
16494, 373444, 3, 7, 3, 4, 4, 4, 0
16495, 373445, 3, 7, 3, 4, 4, 5, 0
16496, 373451, 3, 7, 3, 4, 5, 1, 0
16497, 373452, 3, 7, 3, 4, 5, 2, 0
16498, 373453, 3, 7, 3, 4, 5, 3, 0
16499, 373454, 3, 7, 3, 4, 5, 4, 0
16500, 373455, 3, 7, 3, 4, 5, 5, 0
16501, 374111, 3, 7, 4, 1, 1, 1, 0
16502, 374112, 3, 7, 4, 1, 1, 2, 0
16503, 374113, 3, 7, 4, 1, 1, 3, 0
16504, 374114, 3, 7, 4, 1, 1, 4, 0
16505, 374115, 3, 7, 4, 1, 1, 5, 0
16506, 374121, 3, 7, 4, 1, 2, 1, 0
16507, 374122, 3, 7, 4, 1, 2, 2, 0
16508, 374123, 3, 7, 4, 1, 2, 3, 0
16509, 374124, 3, 7, 4, 1, 2, 4, 0
16510, 374125, 3, 7, 4, 1, 2, 5, 0
16511, 374131, 3, 7, 4, 1, 3, 1, 0
16512, 374132, 3, 7, 4, 1, 3, 2, 0
16513, 374133, 3, 7, 4, 1, 3, 3, 0
16514, 374134, 3, 7, 4, 1, 3, 4, 0
16515, 374135, 3, 7, 4, 1, 3, 5, 0
16516, 374141, 3, 7, 4, 1, 4, 1, 0
16517, 374142, 3, 7, 4, 1, 4, 2, 0
16518, 374143, 3, 7, 4, 1, 4, 3, 0
16519, 374144, 3, 7, 4, 1, 4, 4, 0
16520, 374145, 3, 7, 4, 1, 4, 5, 0
16521, 374151, 3, 7, 4, 1, 5, 1, 0
16522, 374152, 3, 7, 4, 1, 5, 2, 0
16523, 374153, 3, 7, 4, 1, 5, 3, 0
16524, 374154, 3, 7, 4, 1, 5, 4, 0
16525, 374155, 3, 7, 4, 1, 5, 5, 0
16526, 374211, 3, 7, 4, 2, 1, 1, 0
16527, 374212, 3, 7, 4, 2, 1, 2, 0
16528, 374213, 3, 7, 4, 2, 1, 3, 0
16529, 374214, 3, 7, 4, 2, 1, 4, 0
16530, 374215, 3, 7, 4, 2, 1, 5, 0
16531, 374221, 3, 7, 4, 2, 2, 1, 0
16532, 374222, 3, 7, 4, 2, 2, 2, 0
16533, 374223, 3, 7, 4, 2, 2, 3, 0
16534, 374224, 3, 7, 4, 2, 2, 4, 0
16535, 374225, 3, 7, 4, 2, 2, 5, 0
16536, 374231, 3, 7, 4, 2, 3, 1, 0
16537, 374232, 3, 7, 4, 2, 3, 2, 0
16538, 374233, 3, 7, 4, 2, 3, 3, 0
16539, 374234, 3, 7, 4, 2, 3, 4, 0
16540, 374235, 3, 7, 4, 2, 3, 5, 0
16541, 374241, 3, 7, 4, 2, 4, 1, 0
16542, 374242, 3, 7, 4, 2, 4, 2, 0
16543, 374243, 3, 7, 4, 2, 4, 3, 0
16544, 374244, 3, 7, 4, 2, 4, 4, 0
16545, 374245, 3, 7, 4, 2, 4, 5, 0
16546, 374251, 3, 7, 4, 2, 5, 1, 0
16547, 374252, 3, 7, 4, 2, 5, 2, 0
16548, 374253, 3, 7, 4, 2, 5, 3, 0
16549, 374254, 3, 7, 4, 2, 5, 4, 0
16550, 374255, 3, 7, 4, 2, 5, 5, 0
16551, 374311, 3, 7, 4, 3, 1, 1, 0
16552, 374312, 3, 7, 4, 3, 1, 2, 0
16553, 374313, 3, 7, 4, 3, 1, 3, 0
16554, 374314, 3, 7, 4, 3, 1, 4, 0
16555, 374315, 3, 7, 4, 3, 1, 5, 0
16556, 374321, 3, 7, 4, 3, 2, 1, 0
16557, 374322, 3, 7, 4, 3, 2, 2, 0
16558, 374323, 3, 7, 4, 3, 2, 3, 0
16559, 374324, 3, 7, 4, 3, 2, 4, 0
